,frequency,gain,plant,distance
396,422486799.99999994,-19.45997,succulente,8
397,423553433.3333333,-19.4655,succulente,8
398,424620066.6666666,-19.47103,succulente,8
399,425686699.99999994,-19.47656,succulente,8
400,426753333.3333333,-19.48208,succulente,8
401,427819966.6666666,-19.52891,succulente,8
402,428886599.99999994,-19.57574,succulente,8
403,429953233.3333333,-19.62257,succulente,8
404,431019866.6666666,-19.66939,succulente,8
405,432086499.99999994,-19.71622,succulente,8
406,433153133.3333333,-19.76947,succulente,8
407,434219766.6666666,-19.82273,succulente,8
408,435286399.99999994,-19.87599,succulente,8
409,436353033.3333333,-19.92924,succulente,8
410,437419666.6666666,-19.9825,succulente,8
411,438486299.99999994,-19.99246,succulente,8
412,439552933.3333333,-20.00242,succulente,8
413,440619566.6666666,-20.01238,succulente,8
414,441686199.99999994,-20.02234,succulente,8
415,442752833.3333333,-20.0323,succulente,8
416,443819466.6666666,-20.06054,succulente,8
417,444886099.99999994,-20.08878,succulente,8
418,445952733.3333333,-20.11702,succulente,8
419,447019366.6666666,-20.14527,succulente,8
420,448085999.99999994,-20.17351,succulente,8
421,449152633.3333333,-20.1808,succulente,8
422,450219266.6666666,-20.18809,succulente,8
423,451285899.99999994,-20.19538,succulente,8
424,452352533.3333333,-20.20267,succulente,8
425,453419166.6666666,-20.20996,succulente,8
426,454485799.99999994,-20.18718,succulente,8
427,455552433.3333333,-20.16439,succulente,8
428,456619066.6666666,-20.14161,succulente,8
429,457685699.99999994,-20.11883,succulente,8
430,458752333.3333333,-20.09605,succulente,8
431,459818966.6666666,-20.07668,succulente,8
432,460885599.99999994,-20.05732,succulente,8
433,461952233.3333333,-20.03796,succulente,8
434,463018866.6666666,-20.01859,succulente,8
435,464085499.99999994,-19.99923,succulente,8
436,465152133.3333333,-20.00473,succulente,8
437,466218766.6666666,-20.01022,succulente,8
438,467285399.99999994,-20.01571,succulente,8
439,468352033.3333333,-20.02121,succulente,8
440,469418666.6666666,-20.0267,succulente,8
441,470485299.99999994,-20.04235,succulente,8
442,471551933.3333333,-20.058,succulente,8
443,472618566.6666666,-20.07365,succulente,8
444,473685199.99999994,-20.0893,succulente,8
445,474751833.3333333,-20.10495,succulente,8
446,475818466.6666666,-20.16165,succulente,8
447,476885099.99999994,-20.21835,succulente,8
448,477951733.3333333,-20.27505,succulente,8
449,479018366.6666666,-20.33175,succulente,8
450,480084999.99999994,-20.38845,succulente,8
451,481151633.3333333,-20.54395,succulente,8
452,482218266.6666666,-20.69946,succulente,8
453,483284899.99999994,-20.85496,succulente,8
